Date,Exchange Rate
01.01.2023,1.24631
02.01.2023,1.24631
03.01.2023,1.24512
04.01.2023,1.26575
05.01.2023,1.26061
06.01.2023,1.25454
07.01.2023,1.25454
08.01.2023,1.25454
09.01.2023,1.26624
10.01.2023,1.25245
11.01.2023,1.2547
12.01.2023,1.25615
13.01.2023,1.25486
14.01.2023,1.25486
15.01.2023,1.25486
16.01.2023,1.25882
17.01.2023,1.25285
18.01.2023,1.26895
19.01.2023,1.24369
20.01.2023,1.25221
21.01.2023,1.25221
22.01.2023,1.25221
23.01.2023,1.25947
24.01.2023,1.26427
25.01.2023,1.27333
26.01.2023,1.27765
27.01.2023,1.27924
28.01.2023,1.27924
29.01.2023,1.27924
30.01.2023,1.27084
31.01.2023,1.26378
01.02.2023,1.27068
02.02.2023,1.26944
03.02.2023,1.26191
04.02.2023,1.26191
05.02.2023,1.26191
06.02.2023,1.25406
07.02.2023,1.26427
08.02.2023,1.2687
09.02.2023,1.26928
10.02.2023,1.26739
11.02.2023,1.26739
12.02.2023,1.26739
13.02.2023,1.27101
14.02.2023,1.26911
15.02.2023,1.25947
16.02.2023,1.26183
17.02.2023,1.25696
18.02.2023,1.25696
19.02.2023,1.25696
20.02.2023,1.26542
21.02.2023,1.26044
22.02.2023,1.25567
23.02.2023,1.25769
24.02.2023,1.2483
25.02.2023,1.2483
26.02.2023,1.2483
27.02.2023,1.24266
28.02.2023,1.24101
01.03.2023,1.23975
02.03.2023,1.23999
03.03.2023,1.23999
04.03.2023,1.23999
05.03.2023,1.23999
06.03.2023,1.23732
07.03.2023,1.22224
08.03.2023,1.22408
09.03.2023,1.22507
10.03.2023,1.21752
11.03.2023,1.21752
12.03.2023,1.21752
13.03.2023,1.21737
14.03.2023,1.21843
15.03.2023,1.23101
16.03.2023,1.22761
17.03.2023,1.2321
18.03.2023,1.2321
19.03.2023,1.2321
20.03.2023,1.22408
21.03.2023,1.21209
22.03.2023,1.21239
23.03.2023,1.20418
24.03.2023,1.20812
25.03.2023,1.20812
26.03.2023,1.20812
27.03.2023,1.207
28.03.2023,1.20589
29.03.2023,1.20344
30.03.2023,1.20263
31.03.2023,1.20226
01.04.2023,1.20226
02.04.2023,1.20226
03.04.2023,1.21631
04.04.2023,1.21074
05.04.2023,1.19806
06.04.2023,1.19901
07.04.2023,1.19901
08.04.2023,1.19901
09.04.2023,1.19901
10.04.2023,1.19901
11.04.2023,1.19353
12.04.2023,1.19425
13.04.2023,1.19674
14.04.2023,1.19674
15.04.2023,1.19674
16.04.2023,1.19674
17.04.2023,1.19674
18.04.2023,1.20167
19.04.2023,1.19982
20.04.2023,1.20063
21.04.2023,1.19302
22.04.2023,1.19302
23.04.2023,1.19302
24.04.2023,1.18765
25.04.2023,1.18077
26.04.2023,1.16941
27.04.2023,1.17312
28.04.2023,1.17369
29.04.2023,1.17369
30.04.2023,1.17369
01.05.2023,1.17369
02.05.2023,1.19469
03.05.2023,1.18077
04.05.2023,1.17928
05.05.2023,1.19411
06.05.2023,1.19411
07.05.2023,1.19411
08.05.2023,1.19411
09.05.2023,1.20604
10.05.2023,1.20567
11.05.2023,1.20537
12.05.2023,1.19916
13.05.2023,1.19916
14.05.2023,1.19916
15.05.2023,1.20277
16.05.2023,1.19938
17.05.2023,1.20189
18.05.2023,1.201
19.05.2023,1.205
20.05.2023,1.205
21.05.2023,1.205
22.05.2023,1.20034
23.05.2023,1.20122
24.05.2023,1.20122
25.05.2023,1.18946
26.05.2023,1.18975
27.05.2023,1.18975
28.05.2023,1.18975
29.05.2023,1.19374
30.05.2023,1.1928
31.05.2023,1.18557
01.06.2023,1.19207
02.06.2023,1.20374
03.06.2023,1.20374
04.06.2023,1.20374
05.06.2023,1.20589
06.06.2023,1.2195
07.06.2023,1.22209
08.06.2023,1.21775
09.06.2023,1.22064
10.06.2023,1.22064
11.06.2023,1.22064
12.06.2023,1.22854
13.06.2023,1.22838
14.06.2023,1.22892
15.06.2023,1.22823
16.06.2023,1.22692
17.06.2023,1.22692
18.06.2023,1.22692
19.06.2023,1.22515
20.06.2023,1.21329
21.06.2023,1.21074
22.06.2023,1.20775
23.06.2023,1.201
24.06.2023,1.201
25.06.2023,1.201
26.06.2023,1.19652
27.06.2023,1.19484
28.06.2023,1.18356
29.06.2023,1.18679
30.06.2023,1.19272
01.07.2023,1.19272
02.07.2023,1.19272
03.07.2023,1.19382
04.07.2023,1.20093
05.07.2023,1.19776
06.07.2023,1.19931
07.07.2023,1.19142
08.07.2023,1.19142
09.07.2023,1.19142
10.07.2023,1.18621
11.07.2023,1.18585
12.07.2023,1.18686
13.07.2023,1.19997
14.07.2023,1.19623
15.07.2023,1.19623
16.07.2023,1.19623
17.07.2023,1.18629
18.07.2023,1.1837
19.07.2023,1.17949
20.07.2023,1.19142
21.07.2023,1.18463
22.07.2023,1.18463
23.07.2023,1.18463
24.07.2023,1.18758
25.07.2023,1.19784
26.07.2023,1.19251
27.07.2023,1.19382
28.07.2023,1.18478
29.07.2023,1.18478
30.07.2023,1.18478
31.07.2023,1.18997
01.08.2023,1.18127
02.08.2023,1.17179
03.08.2023,1.1678
04.08.2023,1.17158
05.08.2023,1.17158
06.08.2023,1.17158
07.08.2023,1.1701
08.08.2023,1.16232
09.08.2023,1.16564
10.08.2023,1.16648
11.08.2023,1.16073
12.08.2023,1.16073
13.08.2023,1.16073
14.08.2023,1.16052
15.08.2023,1.15812
16.08.2023,1.15764
17.08.2023,1.15518
18.08.2023,1.15056
19.08.2023,1.15056
20.08.2023,1.15056
21.08.2023,1.15083
22.08.2023,1.1588
23.08.2023,1.16142
24.08.2023,1.16156
25.08.2023,1.16356
26.08.2023,1.16356
27.08.2023,1.16356
28.08.2023,1.16149
29.08.2023,1.16197
30.08.2023,1.16322
31.08.2023,1.16522
01.09.2023,1.16857
02.09.2023,1.16857
03.09.2023,1.16857
04.09.2023,1.17059
05.09.2023,1.16011
06.09.2023,1.16011
07.09.2023,1.16648
08.09.2023,1.16815
09.09.2023,1.16815
10.09.2023,1.16815
11.09.2023,1.17432
12.09.2023,1.17242
13.09.2023,1.16682
14.09.2023,1.17481
15.09.2023,1.1855
16.09.2023,1.1855
17.09.2023,1.1855
18.09.2023,1.17999
19.09.2023,1.18063
20.09.2023,1.1855
21.09.2023,1.17701
22.09.2023,1.17701
23.09.2023,1.17701
24.09.2023,1.17701
25.09.2023,1.1822
26.09.2023,1.18256
27.09.2023,1.18241
28.09.2023,1.18657
29.09.2023,1.19703
30.09.2023,1.19703
01.10.2023,1.19703
02.10.2023,1.18737
03.10.2023,1.17736
04.10.2023,1.17715
05.10.2023,1.17963
06.10.2023,1.17736
07.10.2023,1.17736
08.10.2023,1.17736
09.10.2023,1.18206
10.10.2023,1.18263
11.10.2023,1.18327
12.10.2023,1.17935
13.10.2023,1.17383
14.10.2023,1.17383
15.10.2023,1.17383
16.10.2023,1.17397
17.10.2023,1.17665
18.10.2023,1.17921
19.10.2023,1.16989
20.10.2023,1.16613
21.10.2023,1.16613
22.10.2023,1.16613
23.10.2023,1.16384
24.10.2023,1.17059
25.10.2023,1.1727
26.10.2023,1.16982
27.10.2023,1.17708
28.10.2023,1.17708
29.10.2023,1.17708
30.10.2023,1.17559
31.10.2023,1.16843
01.11.2023,1.18099
02.11.2023,1.18227
03.11.2023,1.18693
04.11.2023,1.18693
05.11.2023,1.18693
06.11.2023,1.18363
07.11.2023,1.17566
08.11.2023,1.17878
09.11.2023,1.17123
10.11.2023,1.16453
11.11.2023,1.16453
12.11.2023,1.16453
13.11.2023,1.16822
14.11.2023,1.16287
15.11.2023,1.17481
16.11.2023,1.16864
17.11.2023,1.17052
18.11.2023,1.17052
19.11.2023,1.17052
20.11.2023,1.17333
21.11.2023,1.17446
22.11.2023,1.17693
23.11.2023,1.17587
24.11.2023,1.17672
25.11.2023,1.17672
26.11.2023,1.17672
27.11.2023,1.17999
28.11.2023,1.18056
29.11.2023,1.17921
30.11.2023,1.18234
01.12.2023,1.1891
02.12.2023,1.1891
03.12.2023,1.1891
04.12.2023,1.19615
05.12.2023,1.18593
06.12.2023,1.19323
