Date,Exchange Rate
01.01.2015,0.0134505
02.01.2015,0.0134505
03.01.2015,0.0134505
04.01.2015,0.0134505
05.01.2015,0.0136771
06.01.2015,0.0138036
07.01.2015,0.0138544
08.01.2015,0.0138711
09.01.2015,0.0138899
10.01.2015,0.0138899
11.01.2015,0.0138899
12.01.2015,0.0139146
13.01.2015,0.0140143
14.01.2015,0.0142263
15.01.2015,0.0143305
16.01.2015,0.0144812
17.01.2015,0.0144812
18.01.2015,0.0144812
19.01.2015,0.0143526
20.01.2015,0.0142377
21.01.2015,0.0143737
22.01.2015,0.0143075
23.01.2015,0.0148034
24.01.2015,0.0148034
25.01.2015,0.0148034
26.01.2015,0.0147022
27.01.2015,0.0146966
28.01.2015,0.0146285
29.01.2015,0.0146581
30.01.2015,0.0146966
31.01.2015,0.0146966
01.02.2015,0.0146966
02.02.2015,0.0146989
03.02.2015,0.0146526
04.02.2015,0.0145426
05.02.2015,0.0145979
06.02.2015,0.0145653
07.02.2015,0.0145653
08.02.2015,0.0145653
09.02.2015,0.0146263
10.02.2015,0.0145231
11.02.2015,0.0144342
12.02.2015,0.0144108
13.02.2015,0.0144384
14.02.2015,0.0144384
15.02.2015,0.0144384
16.02.2015,0.0144598
17.02.2015,0.0144225
18.02.2015,0.014414
19.02.2015,0.014432
20.02.2015,0.0146056
21.02.2015,0.0146056
22.02.2015,0.0146056
23.02.2015,0.0145415
24.02.2015,0.0144491
25.02.2015,0.0144962
26.02.2015,0.0145372
27.02.2015,0.0145903
28.02.2015,0.0145903
01.03.2015,0.0145903
02.03.2015,0.0145903
03.03.2015,0.0145903
04.03.2015,0.0146889
05.03.2015,0.0146944
06.03.2015,0.0148755
07.03.2015,0.0148755
08.03.2015,0.0148755
09.03.2015,0.0148948
10.03.2015,0.0150114
11.03.2015,0.0152406
12.03.2015,0.0152454
13.03.2015,0.0152311
14.03.2015,0.0152311
15.03.2015,0.0152311
16.03.2015,0.0152847
17.03.2015,0.0151732
18.03.2015,0.0152383
19.03.2015,0.0151474
20.03.2015,0.0150148
21.03.2015,0.0150148
22.03.2015,0.0150148
23.03.2015,0.0149528
24.03.2015,0.0149425
25.03.2015,0.0149152
26.03.2015,0.0149677
27.03.2015,0.0151158
28.03.2015,0.0151158
29.03.2015,0.0151158
30.03.2015,0.0150425
31.03.2015,0.0151674
01.04.2015,0.0151275
02.04.2015,0.0150924
03.04.2015,0.0150924
04.04.2015,0.0150924
05.04.2015,0.0150924
06.04.2015,0.0150924
07.04.2015,0.0150068
08.04.2015,0.0150344
09.04.2015,0.0151357
10.04.2015,0.0151357
11.04.2015,0.0151357
12.04.2015,0.0151357
13.04.2015,0.0151357
14.04.2015,0.0154404
15.04.2015,0.0154587
16.04.2015,0.015323
17.04.2015,0.0152264
18.04.2015,0.0152264
19.04.2015,0.0152264
20.04.2015,0.0153182
21.04.2015,0.0153098
22.04.2015,0.0152264
23.04.2015,0.0151193
24.04.2015,0.0151193
25.04.2015,0.0151193
26.04.2015,0.0151193
27.04.2015,0.0151345
28.04.2015,0.0150344
29.04.2015,0.0149072
30.04.2015,0.0146768
01.05.2015,0.0146768
02.05.2015,0.0146768
03.05.2015,0.0146768
04.05.2015,0.0145881
05.05.2015,0.0146045
06.05.2015,0.0146045
07.05.2015,0.0145177
08.05.2015,0.0144984
09.05.2015,0.0144984
10.05.2015,0.0144984
11.05.2015,0.0146351
12.05.2015,0.0145037
13.05.2015,0.0145621
14.05.2015,0.0143684
15.05.2015,0.0144044
16.05.2015,0.0144044
17.05.2015,0.0144044
18.05.2015,0.0143463
19.05.2015,0.0145566
20.05.2015,0.0145491
21.05.2015,0.0145102
22.05.2015,0.0144866
23.05.2015,0.0144866
24.05.2015,0.0144866
25.05.2015,0.0146625
26.05.2015,0.0145881
27.05.2015,0.0145556
28.05.2015,0.0144491
29.05.2015,0.0143864
30.05.2015,0.0143864
31.05.2015,0.0143864
01.06.2015,0.0144033
02.06.2015,0.0142221
03.06.2015,0.0141256
04.06.2015,0.0139235
05.06.2015,0.0139732
06.06.2015,0.0139732
07.06.2015,0.0139732
08.06.2015,0.0139862
09.06.2015,0.0140143
10.06.2015,0.0141022
11.06.2015,0.0140758
12.06.2015,0.014093
13.06.2015,0.014093
14.06.2015,0.014093
15.06.2015,0.0141174
16.06.2015,0.0141297
17.06.2015,0.0139922
18.06.2015,0.0139762
19.06.2015,0.0140515
20.06.2015,0.0140515
21.06.2015,0.0140515
22.06.2015,0.0139902
23.06.2015,0.0140991
24.06.2015,0.0140778
25.06.2015,0.0141195
26.06.2015,0.0141134
27.06.2015,0.0141134
28.06.2015,0.0141134
29.06.2015,0.014296
30.06.2015,0.0142751
01.07.2015,0.0143148
02.07.2015,0.0142949
03.07.2015,0.014341
04.07.2015,0.014341
05.07.2015,0.014341
06.07.2015,0.0144758
07.07.2015,0.0146088
08.07.2015,0.0146088
09.07.2015,0.0145631
10.07.2015,0.0142886
11.07.2015,0.0142886
12.07.2015,0.0142886
13.07.2015,0.0143494
14.07.2015,0.014379
15.07.2015,0.0143864
16.07.2015,0.0144984
17.07.2015,0.0144866
18.07.2015,0.0144866
19.07.2015,0.0144866
20.07.2015,0.0145059
21.07.2015,0.0144694
22.07.2015,0.0144898
23.07.2015,0.0143653
24.07.2015,0.0144129
25.07.2015,0.0144129
26.07.2015,0.0144129
27.07.2015,0.0143568
28.07.2015,0.0143326
29.07.2015,0.0143284
30.07.2015,0.0143547
31.07.2015,0.0143452
01.08.2015,0.0143452
02.08.2015,0.0143452
03.08.2015,0.0143737
04.08.2015,0.0143737
05.08.2015,0.014463
06.08.2015,0.0143875
07.08.2015,0.0143358
08.08.2015,0.0143358
09.08.2015,0.0143358
10.08.2015,0.0143106
11.08.2015,0.0141737
12.08.2015,0.0141266
13.08.2015,0.0141491
14.08.2015,0.0141012
15.08.2015,0.0141012
16.08.2015,0.0141012
17.08.2015,0.0141501
18.08.2015,0.0142304
19.08.2015,0.0142439
20.08.2015,0.0141215
21.08.2015,0.0141317
22.08.2015,0.0141317
23.08.2015,0.0141317
24.08.2015,0.0141933
25.08.2015,0.0141891
26.08.2015,0.0143326
27.08.2015,0.0144214
28.08.2015,0.0143642
29.08.2015,0.0143642
30.08.2015,0.0143642
31.08.2015,0.0143737
01.09.2015,0.0145016
02.09.2015,0.0144651
03.09.2015,0.0144898
04.09.2015,0.0147254
05.09.2015,0.0147254
06.09.2015,0.0147254
07.09.2015,0.0146955
08.09.2015,0.0146154
09.09.2015,0.0145253
10.09.2015,0.014447
11.09.2015,0.014379
12.09.2015,0.014379
13.09.2015,0.014379
14.09.2015,0.0143769
15.09.2015,0.0144406
16.09.2015,0.0144395
17.09.2015,0.0143012
18.09.2015,0.0143484
19.09.2015,0.0143484
20.09.2015,0.0143484
21.09.2015,0.0143484
22.09.2015,0.0143484
23.09.2015,0.0145925
24.09.2015,0.0145436
25.09.2015,0.0144962
26.09.2015,0.0144962
27.09.2015,0.0144962
28.09.2015,0.0145816
29.09.2015,0.0145545
30.09.2015,0.014521
01.10.2015,0.0146438
02.10.2015,0.0145697
03.10.2015,0.0145697
04.10.2015,0.0145697
05.10.2015,0.0144801
06.10.2015,0.0144801
07.10.2015,0.0144555
08.10.2015,0.0144962
09.10.2015,0.0143127
10.10.2015,0.0143127
11.10.2015,0.0143127
12.10.2015,0.0143169
13.10.2015,0.0143642
14.10.2015,0.0143305
15.10.2015,0.014463
16.10.2015,0.0144609
17.10.2015,0.0144609
18.10.2015,0.0144609
19.10.2015,0.0144566
20.10.2015,0.0143642
21.10.2015,0.0143494
22.10.2015,0.0144352
23.10.2015,0.0146176
24.10.2015,0.0146176
25.10.2015,0.0146176
26.10.2015,0.0146768
27.10.2015,0.0146989
28.10.2015,0.0146636
29.10.2015,0.0147833
30.10.2015,0.0147188
31.10.2015,0.0147188
01.11.2015,0.0147188
02.11.2015,0.0147033
03.11.2015,0.0147443
04.11.2015,0.0147666
05.11.2015,0.0147443
06.11.2015,0.014771
07.11.2015,0.014771
08.11.2015,0.014771
09.11.2015,0.0146966
10.11.2015,0.0148191
11.11.2015,0.0148281
12.11.2015,0.0148259
13.11.2015,0.0148124
14.11.2015,0.0148124
15.11.2015,0.0148124
16.11.2015,0.0148158
17.11.2015,0.0148744
18.11.2015,0.0148563
19.11.2015,0.0148619
20.11.2015,0.0148982
21.11.2015,0.0148982
22.11.2015,0.0148982
23.11.2015,0.0149391
24.11.2015,0.0149849
25.11.2015,0.0150518
26.11.2015,0.0150379
27.11.2015,0.0150738
28.11.2015,0.0150738
29.11.2015,0.0150738
30.11.2015,0.0150194
01.12.2015,0.0149792
02.12.2015,0.0149643
03.12.2015,0.0148642
04.12.2015,0.014587
05.12.2015,0.014587
06.12.2015,0.014587
07.12.2015,0.0146614
08.12.2015,0.0146351
09.12.2015,0.0145914
10.12.2015,0.0147088
11.12.2015,0.0147033
12.12.2015,0.0147033
13.12.2015,0.0147033
14.12.2015,0.0147565
15.12.2015,0.0147088
16.12.2015,0.0146856
17.12.2015,0.0147254
18.12.2015,0.0148619
19.12.2015,0.0148619
20.12.2015,0.0148619
21.12.2015,0.0148248
22.12.2015,0.0147699
23.12.2015,0.0148259
24.12.2015,0.0148259
25.12.2015,0.0148259
26.12.2015,0.0148259
27.12.2015,0.0148259
28.12.2015,0.0148113
29.12.2015,0.0148304
30.12.2015,0.0148552
31.12.2015,0.0148552
